TELEMIG CELULAR PARTICIPACOES S.A.,TMCP3
TELEMIG CELULAR PARTICIPACOES S.A.,TMCP4
TELEMIG CELULAR,TMGC11
TELEMIG CELULAR,TMGC12
TELEMIG CELULAR,TMGC13
TELEMIG CELULAR,TMGC3
TELEMIG CELULAR,TMGC7
AMAZONIA CELULAR,TNCP3
AMAZONIA CELULAR,TNCP4
TELE NORDESTE CELULAR PARTICIPACOES S.A.,TNEP3
TELE NORDESTE CELULAR PARTICIPACOES S.A.,TNEP4
TELEMAR,TNLP3
TELEMAR,TNLP4
TOTVS,TOTS3
TEC TOY,TOYB3
TEC TOY,TOYB4
TRIUNFO PARTICIPACOES SA,TPIS3
TIM PARTICIPACOES S.A.,TPRC3
TIM PARTICIPACOES S.A.,TPRC6
TRAFO,TRFO3
TRAFO,TRFO4
Trisul,TRIS3
TRORION,TROR3
TRORION,TROR4
TRANSMISSAO PAULISTA,TRPL3
TRANSMISSAO PAULISTA,TRPL4
TARPON INV,TRPN3
TELE SUDESTE CELULAR PART SA,TSEP3
TELE SUDESTE CELULAR PART SA,TSEP4
VIVO PARTICIPACOES,TSPP3
VIVO PARTICIPACOES,TSPP4
TUPY,TUPY3
TUPY,TUPY4
TIVIT,TVIT3
RENAUX,TXRX3
RENAUX,TXRX4
UNIBANCO SA,UBBR11
UNIBANCO SA,UBBR3
UNIBANCO SA,UBBR4
UNICASA,UCAS3
USINA COSTA PINTO S/A ACUCAR E ALCOOL,UCOP4
ULTRAPAR PARTICIPACOES SA,UGPA3
ULTRAPAR PARTICIPACOES SA,UGPA4
UNIPAR PARTICIPACOES S.A.,UNIP3
UNIPAR PARTICIPACOES S.A.,UNIP5
UNIPAR PARTICIPACOES S.A.,UNIP6
UOL,UOLL4
USIMINAS,USIM3
USIMINAS,USIM5
USIMINAS,USIM6
TERRA SANTA,VAGR3
SAVIRG,VAGV3
SAVIRG,VAGV4
VALE,VALE3
VALE,VALE5
Fibria,VCPA4
VIGOR,VGOR3
VIGOR,VGOR4
VIGOR FOOD,VIGR3
VICUNHA TEXTIL SA,VINE3
VICUNHA TEXTIL SA,VINE5
VIVARA S.A.,VIVA3
VIVO PARTICIPACOES,VIVO3
VIVO PARTICIPACOES,VIVO4
VIVER,VIVR3
TELEF BRASIL,VIVT3
TELEF BRASIL,VIVT4
VALID,VLID3
CIELO,VNET3
VPSC,VPSC3
VPSC,VPSC4
VPTA,VPTA3
VPTA,VPTA4
VITALYZE.ME,VTLM3
VULCABRAS S/A.,VULC3
VULCABRAS S/A.,VULC4
VIAVAREJO,VVAR11
VIAVAREJO,VVAR3
VIAVAREJO,VVAR4
VIVAX SA,VVAX3
VIVAX SA,VVAX4
WEG SA,WEGE3
WEG SA,WEGE4
WHIRLPOOL S.A.,WHRL3
WHIRLPOOL S.A.,WHRL4
WIEST SA,WISA3
WIEST SA,WISA4
WIZ S.A.,WIZS3
WLM,WLMM3
WLM,WLMM4
WEMBLEY SOCIEDADE ANONIMA,WMBY3
Wilson Sons,WSON33
YDUQS PART</td>],YDUQ3
